Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.264,70.264,screen dark,10.674731724799999
0,4.623,4.623,wifi scan,0.877926192
4.623,70.264,65.64099999999999,wifi running,0.14165327799999997
4.917,70.264,65.347,audio,11.281506079999998
4.917,7.803,2.886,audio,0.49823903999999997
9.863,70.264,60.400999999999996,audio,10.427628639999998
9.863,12.629,2.766,audio,0.47752224
15.711,70.264,54.553,audio,9.418029919999999
15.711,18.963,3.2520000000000007,audio,0.56142528
21.121,70.264,49.143,audio,8.484047519999999
21.121,23.783,2.6620000000000026,audio,0.4595676800000004
25.928,70.264,44.336,audio,7.654167039999999
25.928,28.463,2.535,audio,0.4376424
28.75,70.264,41.513999999999996,audio,7.166976959999999
28.75,39.383,10.633000000000003,audio,1.8356811200000003
41.151,70.264,29.112999999999992,audio,5.0260683199999985
41.151,43.942,2.790999999999997,audio,0.4818382399999994
51.141,70.264,19.122999999999998,audio,3.3013947199999993
51.141,54.944,3.8030000000000044,audio,0.6565499200000007
56.703,70.264,13.560999999999993,audio,2.3411710399999985
56.703,65.044,8.340999999999994,audio,1.4399902399999989
66.819,70.264,3.444999999999993,audio,0.5947447999999987
66.819,69.767,2.9479999999999933,audio,0.5089427199999988

