Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.32300000000001,70.32300000000001,screen dark,10.683695193600002
0,4.172,4.172,wifi scan,0.7922794879999999
4.172,70.32300000000001,66.15100000000001,wifi running,0.142753858
22.135,70.32300000000001,48.188,audio,8.31917632
22.135,24.0,1.8649999999999984,audio,0.3219735999999997
26.178,70.32300000000001,44.14500000000001,audio,7.621192800000001
26.178,28.72,2.541999999999998,audio,0.4388508799999996
29.258,70.32300000000001,41.06500000000001,audio,7.089461600000002
29.258,35.426,6.168000000000003,audio,1.0648435200000004
35.882,70.32300000000001,34.44100000000001,audio,5.945894240000001
35.882,39.679,3.797000000000004,audio,0.6555140800000007
41.518,70.32300000000001,28.805000000000007,audio,4.972895200000001
41.518,44.159,2.6409999999999982,audio,0.45594223999999967
51.441,70.32300000000001,18.882000000000005,audio,3.2597884800000005
51.441,55.224,3.782999999999994,audio,0.653097119999999
56.498,70.32300000000001,13.82500000000001,audio,2.3867480000000016
56.498,65.304,8.806000000000004,audio,1.5202678400000007
66.526,70.32300000000001,3.7970000000000113,audio,0.6555140800000019
66.526,70.064,3.5379999999999967,audio,0.6108003199999994

