Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,69.98,69.98,screen dark,10.631585536000001
0,4.703,4.703,wifi scan,0.893118512
4.703,69.98,65.277,wifi running,0.14086776599999998
4.703,69.98,65.277,audio,11.26942128
4.703,7.86,3.157,audio,0.5450244799999999
9.998,69.98,59.982000000000006,audio,10.355292480000001
9.998,12.714,2.716000000000001,audio,0.4688902400000002
15.703,69.98,54.277,audio,9.37038128
15.703,19.058,3.3550000000000004,audio,0.5792072
21.181,69.98,48.79900000000001,audio,8.42465936
21.181,23.857,2.6759999999999984,audio,0.46198463999999967
25.956,69.98,44.024,audio,7.60030336
25.956,28.054,2.097999999999999,audio,0.3621987199999998
29.085,69.98,40.895,audio,7.0601128
29.085,39.477,10.391999999999996,audio,1.7940748799999993
41.506,69.98,28.474000000000004,audio,4.915751360000001
41.506,43.957,2.4510000000000005,audio,0.42314064000000007
51.199,69.98,18.781000000000006,audio,3.242351840000001
51.199,54.921,3.7220000000000013,audio,0.6425660800000002
56.749,69.98,13.231000000000002,audio,2.2841998400000003
56.749,65.041,8.291999999999994,audio,1.4315308799999988
67.08,69.98,2.9000000000000057,audio,0.500656000000001
67.08,69.742,2.662000000000006,audio,0.45956768000000103

