Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.09,70.09,screen dark,10.648297088000001
0,4.179,4.179,wifi scan,0.793608816
4.179,70.09,65.911,wifi running,0.14223593799999998
4.309,70.09,65.781,audio,11.35643184
4.309,7.886,3.577,audio,0.61753328
10.013,70.09,60.077000000000005,audio,10.37169328
10.013,12.928,2.915000000000001,audio,0.5032456000000001
15.992,70.09,54.098,audio,9.339478719999999
15.992,19.185,3.192999999999998,audio,0.5512395199999995
21.327,70.09,48.763000000000005,audio,8.41844432
21.327,23.965,2.637999999999998,audio,0.45542431999999966
25.991,70.09,44.099000000000004,audio,7.6132513600000005
25.991,28.665,2.6739999999999995,audio,0.4616393599999999
29.164,70.09,40.926,audio,7.06546464
29.164,39.565,10.400999999999996,audio,1.7956286399999992
41.384,70.09,28.706000000000003,audio,4.955803840000001
41.384,44.046,2.661999999999999,audio,0.4595676799999998
51.305,70.09,18.785000000000004,audio,3.2430424
51.305,54.418,3.1129999999999995,audio,0.5374283199999998
56.791,70.09,13.299000000000007,audio,2.295939360000001
56.791,64.44200000000001,7.6510000000000105,audio,1.3208686400000018
67.246,70.09,2.8440000000000083,audio,0.4909881600000014
67.246,69.865,2.6189999999999998,audio,0.4521441599999999

