Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.423,70.423,screen dark,10.6988875136
0,4.506,4.506,wifi scan,0.855707424
4.506,70.423,65.917,wifi running,0.142248886
10.382,70.423,60.041000000000004,audio,10.36547824
10.382,12.828,2.4459999999999997,audio,0.42227743999999995
21.288,70.423,49.135000000000005,audio,8.482666400000001
21.288,23.905,2.617000000000001,audio,0.4517988800000001
26.003,70.423,44.42,audio,7.6686688
26.003,28.585,2.5820000000000007,audio,0.4457564800000001
28.844,70.423,41.579,audio,7.178198559999999
28.844,39.504,10.659999999999997,audio,1.8403423999999993
41.263,70.423,29.160000000000004,audio,5.034182400000001
41.263,44.025,2.7620000000000005,audio,0.47683168000000004
51.395,70.423,19.028,audio,3.2849939199999993
51.395,54.687,3.2919999999999945,audio,0.568330879999999
56.817,70.423,13.606000000000002,audio,2.3489398400000003
56.817,64.711,7.893999999999998,audio,1.3628201599999996
67.265,70.423,3.1580000000000013,audio,0.5451971200000002
67.265,69.898,2.6329999999999956,audio,0.4545611199999992

