Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,131.083,131.083,screen dark,47.687995400000005
0,131.083,131.083,wifi running,4.4882819199999995
27.781,38.133,10.352000000000004,audio,1.6393427200000006
43.771,53.959,10.188000000000002,audio,1.6133716800000004
58.252,68.273,10.020999999999994,audio,1.586925559999999

