Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,71.103,71.103,screen dark,10.8021952896
0,71.103,71.103,wifi running,0.15344027399999996
19.647,71.103,51.455999999999996,audio,8.88336384
19.647,30.658,11.011000000000003,audio,1.9009390400000004
35.858,71.103,35.245,audio,6.084696799999999
35.858,36.036,0.17800000000000438,audio,0.030729920000000754
41.859,71.103,29.243999999999993,audio,5.048684159999999
41.859,46.662,4.802999999999997,audio,0.8291899199999995
51.779,71.103,19.32399999999999,audio,3.336095359999998
51.779,63.342,11.562999999999995,audio,1.996236319999999
68.159,71.103,2.9439999999999884,audio,0.508252159999998
68.159,68.80199999999999,0.6429999999999865,audio,0.11100751999999765

