Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,130.906,130.906,screen dark,47.62360280000001
0,130.906,130.906,wifi running,4.48222144
8.375,19.883,11.508,audio,1.82240688

