Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,130.919,130.919,screen dark,47.62833220000001
0,130.919,130.919,wifi running,4.48266656
8.685,20.116,11.431,audio,1.8102131599999998

