Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.662,70.662,screen dark,26.03718045
0,70.662,70.662,wifi running,2.4505581600000004
2.74,7.054,4.314,audio,0.6919440299999999
9.152,12.614,3.4620000000000015,audio,0.5552874900000002
14.36,17.454,3.094000000000001,audio,0.49626213000000013
18.821,21.854,3.0329999999999977,audio,0.4864780349999996
23.734,26.214,2.479999999999997,audio,0.39777959999999946
26.909,36.374,9.465000000000003,audio,1.5181386750000003
47.095,50.807,3.7120000000000033,audio,0.5953862400000005
52.609,55.568,2.958999999999996,audio,0.4746088049999993
61.553,64.275,2.7220000000000084,audio,0.4365951900000013

