Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.574,70.574,screen dark,26.00475465
0,70.574,70.574,wifi running,2.44750632
2.839,6.8,3.961,audio,0.6353245949999999
8.923,12.36,3.4369999999999994,audio,0.5512776149999998
14.343,17.2,2.8569999999999993,audio,0.45824851499999986
19.04,21.6,2.5600000000000023,audio,0.41061120000000034
23.375,25.96,2.585000000000001,audio,0.4146210750000001
26.479,36.041,9.561999999999998,audio,1.5336969899999995
46.845,50.484,3.639000000000003,audio,0.5836774050000004
52.287,55.164,2.8770000000000024,audio,0.46145641500000034
61.18,63.891,2.7109999999999985,audio,0.4348308449999997

