Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.725,70.725,screen dark,26.060394374999998
0,70.725,70.725,wifi running,2.452743
3.237,6.836,3.599,audio,0.577261605
8.955,17.197,8.241999999999999,audio,1.3219755899999996
19.077,21.556,2.478999999999999,audio,0.3976192049999998
23.395,25.876,2.4810000000000016,audio,0.3979399950000002
26.722,35.997,9.274999999999999,audio,1.4876636249999997
46.791,50.476,3.6850000000000023,audio,0.5910555750000003
52.396,55.156,2.759999999999998,audio,0.44269019999999965
61.105,63.82,2.7150000000000034,audio,0.4354724250000005

