Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.684,70.684,screen dark,26.045286899999997
0,70.684,70.684,wifi running,2.4513211200000002
9.201,12.439,3.2379999999999995,audio,0.5193590099999998
19.134,21.651,2.5169999999999995,audio,0.4037142149999999
23.411,26.012,2.600999999999999,audio,0.4171873949999998
26.62,36.173,9.553,audio,1.5322534349999999
46.938,50.532,3.593999999999994,audio,0.576459629999999
52.305,54.302,1.9969999999999999,audio,0.32030881499999997
61.221000000000004,63.489,2.2679999999999936,audio,0.36377585999999895

