Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,70.651,70.651,screen dark,26.033127224999998
0,70.651,70.651,wifi running,2.45017668
2.991,6.948,3.9570000000000003,audio,0.634683015
8.922,12.428,3.5060000000000002,audio,0.56234487
14.429,17.308,2.8789999999999996,audio,0.46177720499999986
19.108,21.669,2.561,audio,0.41077159499999993
23.468,25.988,2.5199999999999996,audio,0.40419539999999987
26.429,36.109,9.680000000000003,audio,1.5526236000000004
46.79,50.516,3.725999999999999,audio,0.5976317699999998
52.316,55.156,2.8399999999999963,audio,0.45552179999999937
61.104,63.783,2.679000000000002,audio,0.4296982050000003

