Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,130.767,130.767,screen dark,47.57303460000001
0,130.767,130.767,wifi running,4.47746208
35.845,38.845,3.0,audio,0.47508
58.121,62.701,4.579999999999998,audio,0.7252887999999997

