Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,130.901,130.901,screen dark,47.62178380000001
0,91.254,91.254,wifi radio,52.72656120000001
91.254,96.305,5.051000000000002,wifi running,0.17294624000000006
96.305,130.901,34.596000000000004,wifi radio,19.989568800000004
35.499,38.98,3.4809999999999945,audio,0.5512511599999992
59.077,62.907,3.8299999999999983,audio,0.6065187999999997

