Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,131.206,131.206,screen dark,19.8731955136
0,1.355,1.355,wifi running,0.0029152825
1.355,6.948,5.593,wifi scan,1.0589338759999998
6.948,22.951,16.003,wifi running,0.034430454500000006
22.951,28.006,5.055,wifi scan,0.9570732599999998
28.006,28.869,0.8629999999999995,wifi running,0.001856744499999999
28.869,32.828,3.959000000000003,wifi scan,0.7495653880000005
32.828,39.383,6.555,wifi running,0.014103082500000001
39.383,44.289,4.905999999999999,wifi scan,0.9288627919999997
44.289,55.715,11.426000000000002,wifi running,0.024583039000000008
55.715,60.371,4.655999999999999,wifi scan,0.8815297919999997
60.371,61.585,1.2139999999999986,wifi running,0.0026119209999999975
61.585,66.117,4.532000000000004,wifi scan,0.8580526240000006
66.117,131.206,65.08899999999998,wifi running,0.1400389835

