Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,131.188,131.188,screen dark,19.9351185792
0,23.396,23.396,wifi running,0.05050026600000001
23.396,28.066,4.669999999999998,wifi scan,0.8870571599999997
28.066,28.587,0.5210000000000008,wifi running,0.001124578500000002
28.587,32.367,3.7799999999999976,wifi scan,0.7180034399999996
32.367,55.907,23.54,wifi running,0.05081109
55.907,60.523,4.616000000000007,wifi scan,0.8767999680000013
60.523,131.188,70.66499999999999,wifi running,0.1525304025
24.915,131.188,106.273,audio,18.35122164
24.915,39.268,14.353000000000002,audio,2.4784760400000003
56.979,131.188,74.20899999999999,audio,12.814410119999998
56.979,87.05799999999999,30.078999999999994,audio,5.194041719999999

