Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,131.448,131.448,screen dark,19.9098501888
0,1.388,1.388,wifi running,0.0029862820000000003
1.388,6.8870000000000005,5.4990000000000006,wifi scan,1.041136668
6.8870000000000005,23.053,16.166,wifi running,0.034781149000000004
23.053,28.211,5.157999999999998,wifi scan,0.9765744559999994
28.211,28.927,0.7160000000000011,wifi running,0.0015404740000000024
28.927,33.206,4.2790000000000035,wifi scan,0.8101516280000005
33.206,39.315,6.108999999999995,wifi running,0.01314351349999999
39.315,43.975,4.660000000000004,wifi scan,0.8822871200000005
43.975,55.263,11.287999999999997,wifi running,0.024286131999999995
55.263,60.048,4.785000000000004,wifi scan,0.9059536200000006
60.048,61.577,1.5289999999999964,wifi running,0.0032896434999999924
61.577,65.688,4.111000000000004,wifi scan,0.7783438520000007
65.688,131.448,65.76,wifi running,0.14148264000000002
23.931,131.448,107.51700000000001,audio,18.505826040000002
23.931,39.315,15.383999999999997,audio,2.6478940799999995
57.461,131.448,73.98700000000001,audio,12.734642440000002
57.461,87.545,30.084000000000003,audio,5.1780580800000005

