Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,131.44,131.44,screen dark,19.973412096000004
0,23.465,23.465,wifi running,0.050649202500000004
23.465,27.954,4.489000000000001,wifi scan,0.8526765720000001
27.954,28.832,0.8780000000000001,wifi running,0.0018951630000000005
28.832,32.456,3.6240000000000023,wifi scan,0.6883715520000004
32.456,55.721,23.264999999999993,wifi running,0.05021750249999999
55.721,59.431,3.710000000000001,wifi scan,0.7047070800000002
59.431,61.533,2.102000000000004,wifi running,0.004537167000000009
61.533,65.287,3.754000000000005,wifi scan,0.713064792000001
65.287,131.44,66.15299999999999,wifi running,0.1427912505

